,ID,Priority,Family_type,First_stage,Start_time_S1,Finish_time_S1,Processing_Time_S1,Second_stage,Start_time_S2,Finish_Time_S2,Processing_Time_S2,Third_stage,Start_time_S3,Finish_time_S3,Processing_Time_S3,Fourth_stage,Start_time_s4,Finish_time,Processing_Time_S4,Overall_processing_time,Overall_waiting_time,Tardiness,BREAKS
124,139,15,9,SMD_4,9903,10894,991,AOI_3,10914,10971,57,SS_1,11339,12137,798,CC_1,12240,12429,189,2035,10394,0,0
125,151,15,18,SMD_4,13061,13111,50,AOI_4,13116,13157,41,SS_1,13198,13248,50,CC_1,13489,13632,143,284,13348,0,0
126,159,15,12,SMD_2,8119,9032,913,AOI_0,9061,9736,675,SS_3,9736,10366,630,0,0,0,0,2218,8148,0,1
127,38,16,6,SMD_1,10453,10715,262,AOI_3,10971,11452,481,SS_0,11452,11563,111,CC_1,11563,11740,177,1031,10709,0,0
128,40,16,24,SMD_0,7622,7714,92,AOI_0,7714,7776,62,SS_0,7776,7837,61,CC_1,8024,8073,49,264,7809,0,0
129,63,16,20,SMD_4,233,439,206,AOI_3,439,1105,666,0,0,0,0,0,0,0,0,872,233,0,0
130,73,16,29,SMD_0,6000,6100,100,AOI_1,6100,6160,60,SS_4,6198,6353,155,0,0,0,0,315,6038,0,0
131,77,16,26,SMD_2,6938,6977,39,AOI_0,6985,7034,49,SS_4,7034,7076,42,CC_1,7404,7546,142,272,7274,0,0
132,79,16,18,SMD_4,13111,14069,958,AOI_4,14069,14349,280,SS_2,14403,15056,653,CC_1,15536,15680,144,2035,13645,0,0
133,100,16,18,SMD_4,14069,14976,907,AOI_1,14976,15933,957,SS_0,15933,16303,370,CC_1,16336,16504,168,2402,14102,0,0
134,24,17,15,SMD_1,7880,8012,132,AOI_1,8077,8282,205,SS_0,8378,8595,217,CC_0,8595,8635,40,594,8041,0,0
135,28,17,17,SMD_1,13439,14120,681,AOI_2,14182,14343,161,SS_4,14650,15068,418,0,0,0,0,1260,13808,0,0
136,46,17,20,SMD_1,12158,12545,387,AOI_3,12647,12856,209,SS_1,12856,13198,342,CC_1,13632,13732,100,1038,12694,0,0
137,50,17,30,SMD_0,5021,5276,255,AOI_4,5276,5548,272,SS_1,5548,6295,747,0,0,0,0,1274,5021,0,0
138,67,17,16,SMD_4,11403,11667,264,AOI_4,11732,12035,303,0,0,0,0,CC_0,12035,12125,90,657,11468,0,0
139,68,17,5,SMD_3,13343,13946,603,AOI_1,13946,14205,259,SS_4,14205,14561,356,CC_1,15818,16083,265,1483,14600,0,0
140,108,17,13,SMD_1,5394,5506,112,AOI_4,5716,5775,59,SS_4,5775,5874,99,0,0,0,0,270,5604,0,0
141,123,17,25,SMD_3,10887,11350,463,AOI_1,11625,11931,306,SS_3,11938,12265,327,0,0,0,0,1096,11169,0,0
142,134,17,3,SMD_2,13695,14333,638,AOI_1,14333,14569,236,SS_1,14725,15212,487,CC_0,15359,15483,124,1485,13998,0,0
143,136,17,17,SMD_1,14120,14189,69,AOI_1,14205,14263,58,SS_4,14604,14650,46,CC_1,15680,15818,138,311,15507,0,0
144,143,17,17,SMD_1,14189,14251,62,AOI_3,14251,14302,51,SS_4,14561,14604,43,CC_0,14604,14654,50,206,14448,0,0
145,82,18,13,SMD_1,5506,5782,276,AOI_0,5787,5885,98,SS_0,5885,6661,776,CC_1,6981,7255,274,1424,5831,0,0
146,124,18,21,SMD_3,13946,14054,108,AOI_2,14054,14182,128,SS_3,14182,14237,55,CC_1,16083,16235,152,443,15792,0,0
147,126,18,6,SMD_1,10715,11387,672,AOI_3,11762,12647,885,SS_0,12647,13378,731,CC_1,13732,14001,269,2557,11444,0,0
148,138,18,12,SMD_2,9032,10150,1118,AOI_1,10983,11577,594,SS_0,11577,12289,712,CC_1,12471,12540,69,2493,10047,0,1
149,142,18,33,SMD_3,11445,11539,94,AOI_2,11826,11879,53,SS_0,12289,12409,120,CC_1,12429,12471,42,309,12162,0,0
150,153,18,3,SMD_2,14333,14775,442,AOI_0,14775,14984,209,SS_3,14984,15399,415,CC_1,16235,16336,101,1167,15169,0,0
151,156,18,15,SMD_1,8012,8064,52,AOI_4,8265,8320,55,SS_3,8434,8484,50,0,0,0,0,157,8327,0,0
152,157,18,20,SMD_2,5282,5384,102,AOI_0,5720,5787,67,SS_3,5797,5964,167,0,0,0,0,336,5628,0,0
153,8,19,36,SMD_3,4051,4947,896,AOI_1,4947,5927,980,0,0,0,0,CC_1,8073,8219,146,2022,6197,0,0
154,57,19,28,SMD_2,1259,1425,166,AOI_0,1425,1518,93,SS_4,1518,1608,90,0,0,0,0,349,1259,0,0
155,72,19,20,SMD_1,12545,12642,97,AOI_2,12870,12938,68,SS_3,12938,12993,55,CC_1,16504,16648,144,364,16284,0,0
156,76,19,2,SMD_2,10258,11171,913,AOI_2,11879,12870,991,SS_2,12870,13679,809,0,0,0,0,2713,10966,0,0
157,83,19,4,SMD_1,8298,8476,178,AOI_2,8476,8556,80,0,0,0,0,CC_1,9022,9095,73,331,8764,0,0
158,140,19,31,SMD_2,12776,13695,919,AOI_0,13695,13936,241,SS_0,13936,14710,774,CC_0,14710,15359,649,2583,12776,0,0
159,155,19,11,SMD_4,6215,7051,836,AOI_0,7051,7307,256,0,0,0,0,0,0,0,0,1092,6215,0,0
0,12,1,34,SMD_0,0,402,402,AOI_2,402,781,379,0,0,0,0,CC_1,781,979,198,979,0,0,0
1,23,1,37,SMD_1,0,354,354,AOI_0,354,441,87,SS_0,441,592,151,CC_1,592,696,104,696,0,0,0
2,131,1,29,SMD_3,0,37,37,AOI_0,37,90,53,SS_0,90,138,48,0,0,0,0,138,0,0,0
3,29,1,18,SMD_0,402,1155,753,AOI_2,1155,1457,302,SS_2,1457,2127,670,CC_0,2263,2461,198,1923,538,0,0
4,75,1,20,SMD_4,0,189,189,AOI_1,189,766,577,SS_0,766,1021,255,0,0,0,0,1021,0,0,0
5,78,1,29,SMD_3,37,172,135,AOI_0,172,230,58,SS_0,230,339,109,0,0,0,0,302,37,0,0
6,81,1,28,SMD_2,0,723,723,AOI_0,723,1170,447,SS_0,1170,1600,430,CC_0,1600,1776,176,1776,0,0,0
7,6,2,21,SMD_3,1198,1528,330,AOI_0,1528,1854,326,SS_3,1854,2111,257,CC_0,2461,2505,44,957,1548,0,0
8,49,2,39,SMD_0,1155,1673,518,AOI_2,1673,1765,92,SS_0,1765,1888,123,CC_0,1888,1964,76,809,1155,0,0
9,66,2,19,SMD_2,1425,1686,261,AOI_3,1686,1974,288,SS_1,1974,2131,157,CC_1,2131,2358,227,933,1425,0,0
10,84,2,33,SMD_2,1749,1857,108,AOI_0,1857,1952,95,SS_0,1952,2082,130,0,0,0,0,333,1749,0,0
11,93,2,28,SMD_2,723,881,158,AOI_2,881,1058,177,SS_3,1058,1153,95,CC_0,1153,1203,50,480,723,0,0
12,115,2,38,SMD_3,1056,1198,142,AOI_0,1198,1239,41,0,0,0,0,CC_1,1355,1410,55,238,1172,0,0
13,125,2,31,SMD_4,882,1881,999,AOI_4,1885,2728,843,0,0,0,0,0,0,0,0,1842,886,0,0
14,154,2,39,SMD_0,2451,2774,323,AOI_2,2774,3032,258,SS_0,3032,3360,328,0,0,0,0,909,2451,0,0
15,37,3,14,SMD_0,1778,2273,495,AOI_1,2273,2528,255,SS_3,2528,2734,206,CC_0,2734,2801,67,1023,1778,0,0
16,98,3,3,SMD_1,1159,1401,242,AOI_3,1401,1574,173,0,0,0,0,CC_1,1574,1823,249,664,1159,0,0
17,110,3,13,SMD_4,4152,4266,114,AOI_2,4266,4309,43,SS_2,4309,4357,48,CC_1,5154,5200,46,251,4949,0,0
18,118,3,32,SMD_3,1528,2523,995,AOI_0,2523,3431,908,SS_0,3431,4252,821,CC_1,4252,5154,902,3626,1528,0,0
19,13,4,20,SMD_3,2523,3499,976,AOI_0,3499,3842,343,SS_2,3842,4286,444,CC_1,5343,5537,194,1957,3580,0,0
20,15,4,33,SMD_2,1857,1999,142,AOI_0,1999,2039,40,0,0,0,0,CC_1,2039,2095,56,238,1857,0,0
21,55,4,16,SMD_1,4463,4796,333,AOI_0,4796,4903,107,SS_3,4903,5203,300,CC_1,5537,5811,274,1014,4797,0,0
22,86,4,1,SMD_0,4600,4697,97,AOI_4,4697,4810,113,SS_3,4810,4873,63,0,0,0,0,273,4600,0,0
23,87,4,28,SMD_2,881,928,47,AOI_4,928,1003,75,SS_1,1003,1095,92,0,0,0,0,214,881,0,0
24,107,4,39,SMD_0,2774,3599,825,AOI_1,3599,3989,390,SS_1,3989,4676,687,0,0,0,0,1902,2774,0,0
25,116,4,5,SMD_1,1860,2101,241,AOI_0,2101,2407,306,SS_0,2407,2561,154,CC_1,2561,2609,48,749,1860,0,0
26,137,4,30,SMD_2,4134,4288,154,AOI_4,4288,4344,56,SS_2,4357,4436,79,CC_1,5200,5343,143,432,4911,0,0
27,145,4,13,SMD_4,4266,4338,72,AOI_2,4338,4392,54,SS_4,4412,4495,83,0,0,0,0,209,4286,0,0
28,5,5,2,SMD_4,5673,5792,119,AOI_4,5844,6301,457,SS_4,6314,6394,80,CC_0,6394,6448,54,710,5738,0,0
29,7,5,11,SMD_3,3916,4862,946,AOI_2,4862,5019,157,SS_1,5078,5350,272,CC_1,5881,5959,78,1453,4506,0,0
30,17,5,11,SMD_3,3499,3916,417,AOI_4,3916,4190,274,SS_4,4190,4412,222,CC_1,5811,5881,70,983,4898,0,0
31,54,5,10,SMD_2,4288,5161,873,AOI_0,5161,5596,435,SS_1,5596,6370,774,0,0,0,0,2082,4288,0,0
32,80,5,23,SMD_2,5161,5551,390,AOI_4,5551,5746,195,SS_0,5746,5911,165,CC_0,6197,6322,125,875,5447,0,0
33,94,5,19,SMD_2,1686,1749,63,AOI_4,1749,1885,136,SS_4,1885,2085,200,0,0,0,0,399,1686,0,0
34,106,5,37,SMD_1,354,475,121,AOI_0,475,525,50,0,0,0,0,CC_0,525,553,28,199,354,0,0
35,144,5,22,SMD_2,5551,5812,261,AOI_3,5821,5868,47,SS_3,5868,5959,91,CC_0,6108,6197,89,488,5709,0,0
36,1,6,36,SMD_2,6636,6725,89,AOI_3,6725,6766,41,SS_4,6766,6830,64,CC_1,6933,6980,47,241,6739,0,0
37,16,6,24,SMD_4,6768,7140,372,AOI_0,7327,7428,101,SS_0,7431,7560,129,CC_1,8431,8574,143,745,7829,0,0
38,19,6,1,SMD_0,4697,5380,683,AOI_2,5380,6257,877,0,0,0,0,CC_1,6316,6640,324,1884,4756,0,0
39,32,6,29,SMD_3,172,1056,884,AOI_1,1056,1944,888,0,0,0,0,CC_0,1964,2263,299,2071,192,0,0
40,90,6,28,SMD_2,928,982,54,AOI_3,982,1033,51,SS_0,1033,1077,44,CC_1,1077,1125,48,197,928,0,0
41,95,6,27,SMD_0,7071,7186,115,AOI_4,7268,7329,61,SS_4,7329,7462,133,CC_1,8282,8431,149,458,7973,0,0
42,96,6,29,SMD_2,5812,6536,724,AOI_4,6536,6621,85,SS_2,6621,6901,280,CC_1,6980,7187,207,1296,5891,0,0
43,103,6,35,SMD_1,6398,6687,289,AOI_4,6696,6981,285,SS_0,6981,7431,450,CC_0,7514,7567,53,1077,6490,0,0
44,35,7,35,SMD_1,6687,7048,361,AOI_4,7048,7268,220,SS_1,7268,7483,215,0,0,0,0,796,6687,0,0
45,61,7,13,SMD_4,4338,5209,871,AOI_1,5209,6077,868,SS_0,6077,6862,785,CC_0,6862,7514,652,3176,4338,0,0
46,74,7,26,SMD_3,7393,8421,1028,AOI_0,8433,9305,872,SS_2,9305,10267,962,0,0,0,0,2862,7405,0,1
47,105,7,9,SMD_0,7186,7981,795,AOI_0,7981,8433,452,0,0,0,0,0,0,0,0,1247,7186,0,0
48,128,7,20,SMD_4,189,838,649,AOI_1,838,1006,168,SS_2,1006,1138,132,CC_1,1138,1355,217,1166,189,0,0
49,130,7,33,SMD_2,1999,2293,294,AOI_2,2293,2485,192,SS_1,2485,2605,120,CC_1,2609,2654,45,651,2003,0,0
50,146,7,7,SMD_3,8986,9166,180,AOI_0,9305,9894,589,SS_4,9894,10021,127,CC_1,10167,10374,207,1103,9271,0,1
51,152,7,12,SMD_1,7048,8010,962,AOI_2,8010,8935,925,SS_1,8935,9781,846,CC_1,9874,10167,293,3026,7141,0,1
52,21,8,6,SMD_3,9762,9924,162,AOI_0,9943,10111,168,0,0,0,0,CC_0,10111,10170,59,389,9781,0,0
53,30,8,26,SMD_3,8421,8594,173,AOI_3,8640,8844,204,SS_0,8844,9046,202,CC_0,9046,9106,60,639,8467,0,0
54,33,8,6,SMD_3,9924,10275,351,AOI_3,10335,10634,299,SS_1,10634,10825,191,CC_1,10850,10892,42,883,10009,0,0
55,41,8,36,SMD_2,6725,6828,103,AOI_3,6828,6886,58,SS_0,6886,6981,95,CC_1,7187,7230,43,299,6931,0,0
56,120,8,4,SMD_3,9166,9310,144,AOI_4,9386,9454,68,SS_4,9454,9891,437,0,0,0,0,649,9242,0,1
57,122,8,31,SMD_4,1881,2585,704,AOI_1,2585,3171,586,SS_1,3171,3987,816,CC_0,3987,4164,177,2283,1881,0,0
58,133,8,24,SMD_4,7140,8055,915,AOI_3,8055,8358,303,SS_2,8358,8700,342,CC_0,8700,8834,134,1694,7140,0,0
59,158,8,15,SMD_2,8009,8134,125,AOI_4,8134,8331,197,0,0,0,0,CC_0,8331,8400,69,391,8009,0,0
60,160,8,6,SMD_3,10275,10514,239,AOI_4,10569,10745,176,SS_3,10745,10832,87,0,0,0,0,502,10330,0,0
61,3,9,39,SMD_0,3599,4600,1001,AOI_3,4600,5430,830,0,0,0,0,0,0,0,0,1831,3599,0,0
62,14,9,35,SMD_2,10022,10260,238,AOI_3,10267,10335,68,SS_2,10335,10643,308,0,0,0,0,614,10029,0,0
63,18,9,22,SMD_0,8953,10061,1108,AOI_0,10111,10954,843,SS_3,10954,11568,614,CC_1,11623,11916,293,2858,9058,0,1
64,34,9,13,SMD_4,5209,5285,76,AOI_2,5285,5331,46,SS_2,5331,5408,77,CC_0,5419,5459,40,239,5220,0,0
65,36,9,11,SMD_3,4862,5433,571,AOI_3,5433,5821,388,0,0,0,0,CC_1,5959,6006,47,1006,5000,0,0
66,44,9,1,SMD_0,5380,6359,979,AOI_1,6359,7345,986,SS_3,7420,7774,354,CC_1,8004,8282,278,2597,5685,0,0
67,53,9,4,SMD_3,9310,9400,90,AOI_4,9454,9978,524,0,0,0,0,CC_1,10374,10435,61,675,9760,0,1
68,62,9,33,SMD_2,2293,3245,952,AOI_2,3245,4195,950,SS_0,4252,4991,739,CC_0,4991,5419,428,3069,2350,0,0
69,85,9,19,SMD_0,10061,11001,940,AOI_4,11001,12018,1017,SS_0,12018,12689,671,0,0,0,0,2628,10061,0,0
70,89,9,8,SMD_2,10762,10855,93,AOI_4,10909,10961,52,SS_4,10964,11028,64,CC_1,11071,11214,143,352,10862,0,0
71,97,9,27,SMD_4,8382,9296,914,AOI_3,9861,10212,351,SS_4,10212,10964,752,CC_0,10964,11203,239,2256,8947,0,0
72,99,9,2,SMD_4,5792,5855,63,AOI_3,5868,6112,244,SS_4,6112,6314,202,0,0,0,0,509,5805,0,0
73,119,9,26,SMD_3,8633,8986,353,AOI_1,8989,9166,177,SS_0,9166,9472,306,CC_1,9714,9874,160,996,8878,0,0
74,129,9,39,SMD_0,1673,1778,105,AOI_2,1778,1846,68,SS_1,1846,1898,52,CC_1,1991,2037,46,271,1766,0,0
75,150,9,22,SMD_1,9924,10692,768,AOI_2,10728,11304,576,SS_2,11491,12180,689,CC_1,12687,12837,150,2183,10654,0,0
76,20,10,20,SMD_4,838,882,44,AOI_3,882,939,57,0,0,0,0,CC_0,939,989,50,151,838,0,0
77,26,10,25,SMD_2,8384,8637,253,AOI_3,8844,9861,1017,SS_0,9861,10080,219,CC_1,10435,10600,165,1654,8946,0,2
78,43,10,16,SMD_1,4796,5670,874,AOI_0,5670,6107,437,SS_3,6107,6196,89,CC_1,6640,6790,150,1550,5240,0,0
79,52,10,33,SMD_2,3245,4134,889,AOI_1,4134,4963,829,SS_0,4991,5638,647,CC_1,6006,6316,310,2675,3641,0,0
80,71,10,27,SMD_4,9296,10518,1222,AOI_3,10634,11009,375,SS_4,11028,11791,763,0,0,0,0,2360,9431,0,1
81,109,10,37,SMD_1,475,1159,684,AOI_3,1159,1282,123,SS_1,1282,1661,379,CC_0,1776,1872,96,1282,590,0,0
82,111,10,28,SMD_2,982,1259,277,AOI_0,1259,1490,231,SS_3,1490,1609,119,CC_1,1823,1991,168,795,1196,0,0
83,113,10,3,SMD_1,1401,1796,395,AOI_2,1846,2031,185,0,0,0,0,0,0,0,0,580,1451,0,0
84,121,10,3,SMD_1,1796,1860,64,AOI_1,1944,2180,236,SS_0,2180,2286,106,CC_1,2358,2433,75,481,1952,0,0
85,69,11,9,SMD_0,7981,8702,721,AOI_4,8908,9386,478,SS_3,9386,10371,985,CC_1,10600,10803,203,2387,8416,0,1
86,4,11,11,SMD_3,5433,6321,888,AOI_0,6321,7327,1006,SS_2,7327,7838,511,CC_1,8574,8780,206,2611,6169,0,0
87,25,11,24,SMD_4,8055,8168,113,AOI_4,8331,8908,577,0,0,0,0,CC_0,8908,8976,68,758,8218,0,0
88,31,11,11,SMD_3,6321,6375,54,AOI_2,6375,6424,49,0,0,0,0,CC_1,7230,7377,147,250,7127,0,0
89,51,11,32,SMD_0,11856,12334,478,AOI_4,12366,12932,566,SS_1,12932,13476,544,0,0,0,0,1588,11888,0,0
90,70,11,36,SMD_2,6828,6958,130,AOI_3,6958,7058,100,SS_1,7058,7239,181,0,0,0,0,411,6828,0,0
91,101,11,16,SMD_1,5670,6026,356,AOI_1,6077,6171,94,SS_3,6196,6504,308,0,0,0,0,758,5746,0,0
92,112,11,33,SMD_2,11674,11769,95,AOI_0,11769,11817,48,SS_3,11817,11894,77,CC_1,11916,12058,142,362,11696,0,0
93,117,11,31,SMD_4,2585,3233,648,AOI_1,3233,3337,104,SS_2,3337,3514,177,CC_0,3514,3582,68,997,2585,0,0
94,135,11,19,SMD_0,11001,11856,855,AOI_4,12018,12310,292,0,0,0,0,CC_0,12310,12432,122,1269,11163,0,0
95,147,11,9,SMD_0,8702,8953,251,AOI_1,9166,10249,1083,SS_1,10250,10577,327,0,0,0,0,1661,8916,0,1
96,59,12,27,SMD_4,10518,11429,911,AOI_1,11429,12256,827,SS_2,12256,13029,773,CC_0,13029,13421,392,2903,10518,0,0
97,42,12,20,SMD_2,11863,12634,771,AOI_0,12634,13539,905,SS_0,13539,14196,657,CC_0,14196,14243,47,2380,11863,0,0
98,45,12,35,SMD_2,10260,10529,269,AOI_4,10745,10909,164,SS_1,10909,11565,656,CC_0,11565,11728,163,1252,10476,0,0
99,104,12,18,SMD_1,10692,11098,406,AOI_3,11098,11243,145,SS_0,11555,11891,336,CC_0,11891,11949,58,945,11004,0,0
100,114,12,5,SMD_1,2101,3010,909,AOI_3,3010,4031,1021,SS_3,4031,4755,724,CC_1,7377,8004,627,3281,4723,0,0
101,22,13,24,SMD_4,8168,8290,122,AOI_3,8358,8523,165,SS_3,8523,9065,542,CC_0,9106,9225,119,948,8277,0,0
102,47,13,7,SMD_0,13174,13311,137,AOI_3,13374,13417,43,0,0,0,0,0,0,0,0,180,13237,0,0
103,56,13,1,SMD_0,6359,6479,120,AOI_2,6479,6603,124,SS_1,6603,6662,59,CC_1,6790,6933,143,446,6487,0,0
104,58,13,14,SMD_0,2273,2451,178,AOI_0,2451,2497,46,SS_2,2497,2663,166,CC_1,2663,2815,152,542,2273,0,0
105,92,13,35,SMD_2,10529,10762,233,AOI_1,10843,11106,263,SS_1,11565,11676,111,0,0,0,0,607,11069,0,0
106,141,13,40,SMD_4,11429,12078,649,AOI_1,12256,12518,262,0,0,0,0,0,0,0,0,911,11607,0,0
107,149,13,11,SMD_3,6375,6557,182,AOI_2,6603,6748,145,SS_3,6748,7420,672,CC_0,7567,7609,42,1041,6568,0,0
108,91,14,6,SMD_3,10514,10963,449,AOI_0,10963,11749,786,SS_1,11749,12325,576,CC_1,12837,12894,57,1868,11026,0,0
109,2,14,5,SMD_1,3010,3860,850,AOI_0,3860,4739,879,SS_4,4739,5407,668,CC_1,8896,9236,340,2737,6499,0,0
110,10,14,36,SMD_2,6958,7113,155,AOI_4,7329,7411,82,SS_4,7462,7808,346,CC_1,8780,8896,116,699,8197,0,0
111,11,14,21,SMD_4,12226,13163,937,AOI_4,13163,13910,747,SS_1,13996,14627,631,CC_0,14627,14781,154,2469,12312,0,0
112,27,14,40,SMD_4,12078,12226,148,AOI_4,12310,12366,56,SS_1,12366,12553,187,0,0,0,0,391,12162,0,0
113,39,14,32,SMD_0,12334,13174,840,AOI_2,13394,14351,957,SS_3,14351,14713,362,CC_0,14781,14957,176,2335,12622,0,0
114,48,14,16,SMD_1,6026,6134,108,AOI_0,6134,6298,164,SS_1,6370,6546,176,0,0,0,0,448,6098,0,0
115,60,14,6,SMD_3,10963,11563,600,AOI_2,11563,12509,946,SS_4,12509,13305,796,CC_1,13305,13625,320,2662,10963,0,0
116,64,14,1,SMD_0,6479,7071,592,AOI_3,7071,7912,841,SS_1,7912,8639,727,0,0,0,0,2160,6479,0,0
117,102,14,18,SMD_1,11098,12086,988,AOI_0,12306,12501,195,SS_3,12501,13171,670,0,0,0,0,1853,11318,0,0
118,148,14,9,SMD_4,13226,14189,963,AOI_0,14208,15219,1011,SS_1,15219,16030,811,0,0,0,0,2785,13245,0,0
119,9,15,25,SMD_2,8637,9336,699,AOI_2,9864,10728,864,SS_2,10728,11491,763,CC_1,12058,12687,629,2955,9732,0,0
120,65,15,7,SMD_0,13311,14245,934,AOI_4,14300,15261,961,SS_3,15261,16026,765,CC_1,16026,16138,112,2772,13366,0,0
121,88,15,15,SMD_2,8134,8200,66,AOI_3,8523,8578,55,SS_0,8578,8666,88,0,0,0,0,209,8457,0,0
122,127,15,30,SMD_3,13309,13681,372,AOI_1,13715,14643,928,0,0,0,0,CC_0,15081,15165,84,1384,13781,0,0
123,132,15,8,SMD_2,10855,11674,819,AOI_3,11674,12682,1008,SS_0,12689,13428,739,CC_1,13625,14081,456,3022,11059,0,0
124,139,15,9,SMD_4,14189,15180,991,AOI_1,15180,15237,57,SS_2,15237,16035,798,CC_1,16138,16327,189,2035,14292,0,0
125,151,15,18,SMD_1,12086,12136,50,AOI_0,12501,12542,41,SS_1,12553,12603,50,CC_1,12894,12942,48,189,12753,0,0
126,159,15,12,SMD_1,8010,8923,913,AOI_2,8935,9864,929,SS_1,9864,10250,386,0,0,0,0,2228,8022,0,1
127,38,16,6,SMD_3,11563,11825,262,AOI_0,11825,12306,481,SS_3,12306,12417,111,CC_1,12942,13119,177,1031,12088,0,0
128,40,16,24,SMD_4,8290,8382,92,AOI_3,8578,8640,62,SS_1,8640,8701,61,CC_1,9236,9285,49,264,9021,0,0
129,63,16,20,SMD_2,12634,12840,206,AOI_1,12840,13506,666,0,0,0,0,0,0,0,0,872,12634,0,0
130,73,16,29,SMD_2,6536,6636,100,AOI_4,6636,6696,60,SS_1,6696,6851,155,0,0,0,0,315,6536,0,0
131,77,16,26,SMD_3,8594,8633,39,AOI_0,9894,9943,49,SS_4,10021,10063,42,CC_1,10803,10850,47,177,10673,0,0
132,79,16,18,SMD_1,12136,13094,958,AOI_3,13094,13374,280,SS_2,13374,14027,653,CC_1,14081,14225,144,2035,12190,0,0
133,100,16,18,SMD_1,13094,14001,907,AOI_3,14001,14958,957,SS_0,14958,15328,370,CC_1,15328,15496,168,2402,13094,0,0
134,24,17,15,SMD_2,8200,8332,132,AOI_4,9978,10183,205,SS_0,10183,10400,217,CC_0,10400,10440,40,594,9846,0,0
135,28,17,17,SMD_3,12497,13178,681,AOI_3,13417,13578,161,SS_1,13578,13996,418,0,0,0,0,1260,12736,0,0
136,46,17,20,SMD_2,12840,13227,387,AOI_1,13506,13715,209,SS_4,13853,14195,342,CC_1,14363,14463,100,1038,13425,0,0
137,50,17,30,SMD_3,13681,13936,255,AOI_0,13936,14208,272,SS_0,14208,14955,747,0,0,0,0,1274,13681,0,0
138,67,17,16,SMD_1,6134,6398,264,AOI_3,6398,6701,303,0,0,0,0,CC_0,6701,6791,90,657,6134,0,0
139,68,17,5,SMD_1,3860,4463,603,AOI_2,4463,4722,259,SS_1,4722,5078,356,CC_1,9285,9714,429,1647,8067,0,1
140,108,17,13,SMD_4,5285,5397,112,AOI_4,5397,5456,59,SS_1,5456,5555,99,0,0,0,0,270,5285,0,0
141,123,17,25,SMD_2,9336,10022,686,AOI_4,10183,10489,306,SS_0,10489,10816,327,0,0,0,0,1319,9497,0,1
142,134,17,3,SMD_2,13426,14064,638,AOI_4,14064,14300,236,SS_2,14300,14787,487,CC_0,14957,15081,124,1485,13596,0,0
143,136,17,17,SMD_3,13178,13247,69,AOI_0,13539,13597,58,SS_4,13597,13643,46,CC_1,14225,14363,138,311,14052,0,0
144,143,17,17,SMD_3,13247,13309,62,AOI_3,13578,13629,51,SS_4,13643,13686,43,CC_0,13686,13736,50,206,13530,0,0
145,82,18,13,SMD_4,5397,5673,276,AOI_4,5746,5844,98,SS_2,5844,6620,776,CC_1,10892,11071,179,1329,9742,0,0
146,124,18,21,SMD_4,13163,13226,63,AOI_3,13629,13757,128,SS_2,14027,14082,55,CC_1,14463,14520,57,303,14217,0,0
147,126,18,6,SMD_3,11825,12497,672,AOI_2,12509,13394,885,SS_3,13394,14125,731,CC_1,14520,14789,269,2557,12232,0,0
148,138,18,12,SMD_1,8923,9924,1001,AOI_1,10249,10843,594,SS_0,10843,11555,712,CC_1,13161,13230,69,2376,10854,0,1
149,142,18,33,SMD_2,11769,11863,94,AOI_1,12518,12571,53,SS_1,12603,12723,120,CC_1,13119,13161,42,309,12852,0,0
150,153,18,3,SMD_2,14064,14506,442,AOI_2,14506,14715,209,SS_1,14715,15130,415,CC_1,15130,15231,101,1167,14064,0,0
151,156,18,15,SMD_2,8332,8384,52,AOI_3,10212,10267,55,SS_2,10267,10317,50,0,0,0,0,157,10160,0,0
152,157,18,20,SMD_2,13227,13329,102,AOI_0,13597,13664,67,SS_4,13686,13853,167,0,0,0,0,336,13517,0,0
153,8,19,36,SMD_2,7113,8009,896,AOI_1,8009,8989,980,0,0,0,0,CC_1,11382,11623,241,2117,9506,0,0
154,57,19,28,SMD_2,1259,1425,166,AOI_4,1425,1518,93,SS_4,1518,1608,90,0,0,0,0,349,1259,0,0
155,72,19,20,SMD_2,13329,13426,97,AOI_0,13664,13732,68,SS_2,14082,14137,55,CC_1,14789,14838,49,269,14569,0,0
156,76,19,2,SMD_4,5855,6768,913,AOI_2,6768,7759,991,SS_0,7759,8568,809,0,0,0,0,2713,5855,0,0
157,83,19,4,SMD_3,9400,9762,362,AOI_4,10489,10569,80,0,0,0,0,CC_1,11214,11382,168,610,10772,0,1
158,140,19,31,SMD_4,3233,4152,919,AOI_3,4152,4393,241,SS_2,4436,5210,774,CC_0,5459,6108,649,2583,3525,0,0
159,155,19,11,SMD_3,6557,7393,836,AOI_1,7393,7649,256,0,0,0,0,0,0,0,0,1092,6557,0,0
0,12,1,34,SMD_0,0,402,402,AOI_2,402,781,379,0,0,0,0,CC_1,781,979,198,979,0,0,0
1,23,1,37,SMD_1,0,354,354,AOI_0,354,441,87,SS_0,441,592,151,CC_1,592,696,104,696,0,0,0
2,131,1,29,SMD_3,0,37,37,AOI_0,37,90,53,SS_0,90,138,48,0,0,0,0,138,0,0,0
3,29,1,18,SMD_0,402,1155,753,AOI_2,1155,1457,302,SS_2,1457,2127,670,CC_0,2263,2461,198,1923,538,0,0
4,75,1,20,SMD_4,0,189,189,AOI_1,189,766,577,SS_0,766,1021,255,0,0,0,0,1021,0,0,0
